-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2015 through 01/01/2020 
Location: Latitude  50.1215   Longitude 22.0097 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 230.89 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
PS MERRA2 1/2x1/2 Surface Pressure (kPa) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
WS10M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 10 Meters (m/s) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
WS50M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2M,RH2M,PS,WS50M,WS10M,WS50M_RANGE,WS10M_RANGE,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
50.12151,22.00971,2016,05,03,    8.22,   12.95,   13.04,   74.53,   98.63,    6.31,    4.06,    2.39,    2.96,-999,              4.41
50.12151,22.00971,2016,05,04,   13.15,   14.17,   13.88,   66.92,   98.92,    5.07,    3.20,    3.64,    2.53,-999,              5.07
50.12151,22.00971,2016,05,05,   10.20,   13.86,   13.65,   73.98,   99.35,    6.35,    4.02,    3.05,    3.38,-999,              4.65
50.12151,22.00971,2016,05,06,   12.67,   14.62,   14.18,   65.40,   99.16,    6.22,    3.93,    3.81,    2.51,-999,              6.02
50.12151,22.00971,2016,05,07,   10.94,   12.58,   11.93,   72.90,   99.10,    6.41,    4.32,    2.25,    3.17,-999,              3.31
50.12151,22.00971,2016,05,08,    6.91,   12.20,   12.05,   85.76,   99.16,    5.51,    3.66,    3.10,    3.48,-999,              2.65
50.12151,22.00971,2016,05,09,   10.18,   13.04,   12.73,   77.25,   99.35,    5.42,    3.52,    3.06,    2.85,-999,              4.46
50.12151,22.00971,2016,05,10,   12.20,   14.26,   13.85,   71.31,   99.16,    5.94,    3.95,    2.10,    3.08,-999,              5.91
50.12151,22.00971,2016,05,11,    8.88,   14.04,   13.99,   73.51,   98.55,    3.37,    2.38,    3.46,    2.81,-999,              4.40
50.12151,22.00971,2016,05,12,   10.75,   15.70,   15.35,   72.09,   97.77,    4.82,    3.32,    7.78,    4.67,              6.76,              5.82
50.12151,22.00971,2016,05,13,    8.51,   13.90,   13.74,   83.62,   96.91,    6.32,    4.55,    7.00,    6.14,-999,              3.83
50.12151,22.00971,2016,05,14,    5.88,   13.42,   13.14,   87.25,   96.97,    5.80,    4.20,    6.01,    4.94,-999,              3.21
50.12151,22.00971,2016,05,15,    8.70,   11.38,   10.75,   68.13,   98.21,    7.68,    5.49,    3.66,    4.49,-999,              5.15
50.12151,22.00971,2016,05,16,    9.33,    9.18,    8.52,   66.70,   98.71,    5.74,    3.89,    1.61,    2.93,-999,              3.85
50.12151,22.00971,2016,05,17,    7.34,    8.51,    8.02,   74.74,   98.68,    5.59,    3.99,    2.23,    2.75,-999,              4.01
50.12151,22.00971,2016,05,18,    7.40,    9.05,    8.60,   72.80,   98.62,    2.74,    2.11,    3.98,    2.79,-999,              4.12
50.12151,22.00971,2016,05,19,   14.92,   12.34,   11.12,   60.62,   98.65,    2.45,    1.61,    5.09,    2.66,-999,              6.05
50.12151,22.00971,2016,05,20,   13.12,   14.09,   14.10,   55.20,   98.85,    3.37,    2.46,    4.48,    2.96,-999,              6.07
50.12151,22.00971,2016,05,21,   13.28,   15.77,   15.89,   66.07,   99.07,    4.66,    3.20,    5.18,    3.63,-999,              5.61
50.12151,22.00971,2016,05,22,   10.42,   18.33,   18.05,   64.35,   99.05,    2.32,    1.31,    6.68,    3.01,-999,              5.70
50.12151,22.00971,2016,05,23,   13.07,   19.92,   19.37,   63.18,   98.52,    5.46,    3.57,    5.37,    2.81,              7.14,              6.61
50.12151,22.00971,2016,05,24,   11.31,   19.08,   18.60,   62.43,   97.95,    7.53,    5.20,    2.75,    3.72,-999,              6.69
50.12151,22.00971,2016,05,25,    7.86,   15.85,   15.68,   75.99,   98.09,    5.14,    3.46,    2.46,    3.23,-999,              5.77
50.12151,22.00971,2016,05,26,   10.80,   17.00,   16.59,   75.26,   98.66,    4.38,    3.04,    0.90,    1.79,-999,              4.12
50.12151,22.00971,2016,05,27,   12.70,   19.19,   18.51,   65.59,   99.01,    2.29,    1.55,    3.89,    1.81,              7.17,              5.77
50.12151,22.00971,2016,05,28,   12.66,   20.82,   20.56,   59.61,   98.86,    2.83,    1.96,    3.00,    1.29,              7.22,              6.33
50.12151,22.00971,2016,05,29,   11.91,   21.49,   21.29,   62.40,   98.47,    5.14,    3.40,    4.33,    2.43,-999,              6.76
50.12151,22.00971,2016,05,30,   12.72,   21.77,   21.28,   67.71,   98.19,    4.31,    3.00,    4.34,    3.34,              7.23,              6.79
50.12151,22.00971,2016,05,31,    7.60,   19.63,   19.40,   79.61,   98.25,    2.71,    1.73,    4.06,    1.87,-999,              3.37
50.12151,22.00971,2016,06,01,   11.02,   19.95,   19.62,   70.13,   98.53,    4.02,    2.55,    2.17,    1.03,-999,              6.30
50.12151,22.00971,2016,06,02,    5.76,   15.98,   16.14,   89.71,   98.49,    5.23,    3.69,    5.36,    4.36,-999,              3.27
50.12151,22.00971,2016,06,03,    9.25,   17.39,   16.99,   71.70,   98.46,    5.59,    3.93,    3.17,    3.85,-999,              4.89
50.12151,22.00971,2016,06,04,   12.52,   19.24,   18.96,   59.76,   98.48,    2.02,    1.49,    3.70,    1.98,-999,              6.06
50.12151,22.00971,2016,06,05,   12.42,   19.45,   19.06,   59.44,   98.63,    5.21,    3.48,    5.82,    3.15,              7.36,              7.09
50.12151,22.00971,2016,06,06,   10.68,   15.52,   14.55,   55.67,   99.20,    6.76,    4.70,    1.78,    3.14,-999,              4.92
50.12151,22.00971,2016,06,07,   12.43,   15.19,   14.17,   52.15,   99.58,    3.59,    2.54,    3.65,    1.88,-999,              6.85
50.12151,22.00971,2016,06,08,   15.14,   17.44,   16.45,   50.33,   99.09,    2.93,    1.98,    5.27,    2.33,              7.55,              7.48
50.12151,22.00971,2016,06,09,   11.16,   17.46,   17.03,   65.78,   98.50,    4.35,    2.99,    4.46,    3.65,-999,              4.49
50.12151,22.00971,2016,06,10,    8.52,   18.09,   17.44,   66.02,   98.24,    4.51,    3.07,    6.37,    5.07,-999,              6.19
50.12151,22.00971,2016,06,11,    8.73,   14.91,   14.65,   64.76,   98.36,    4.22,    3.05,    6.09,    5.17,-999,              3.41
50.12151,22.00971,2016,06,12,   12.33,   16.60,   15.63,   57.75,   98.42,    4.18,    2.87,    4.74,    2.52,-999,              5.84
50.12151,22.00971,2016,06,13,   11.00,   17.16,   16.41,   67.01,   97.83,    6.79,    4.79,    2.36,    3.39,-999,              4.68
50.12151,22.00971,2016,06,14,    4.90,   14.52,   14.51,   88.19,   97.37,    4.82,    3.42,    3.88,    3.13,-999,              1.34
50.12151,22.00971,2016,06,15,   13.51,   18.77,   17.85,   73.97,   97.40,    4.37,    2.98,    4.09,    2.44,-999,              4.81
50.12151,22.00971,2016,06,16,   10.93,   20.78,   19.96,   68.49,   98.13,    6.95,    4.96,    3.65,    2.71,              7.43,              7.21
50.12151,22.00971,2016,06,17,   15.35,   22.77,   22.72,   61.88,   97.95,   10.15,    7.15,    8.82,    7.61,              7.33,              7.08
50.12151,22.00971,2016,06,18,   12.50,   20.91,   20.46,   53.19,   98.92,    3.60,    2.60,    4.46,    3.91,-999,              6.82
50.12151,22.00971,2016,06,19,   10.06,   22.29,   21.90,   57.17,   99.02,    5.47,    3.87,    8.10,    4.99,-999,              5.74
50.12151,22.00971,2016,06,20,    9.73,   22.46,   22.15,   74.81,   98.92,    6.40,    4.43,    4.16,    3.87,-999,              5.07
50.12151,22.00971,2016,06,21,   12.18,   21.87,   21.40,   67.13,   99.41,    3.92,    2.57,    4.55,    3.56,-999,              5.08
50.12151,22.00971,2016,06,22,   11.45,   23.92,   23.09,   61.39,   99.73,    4.70,    3.09,    4.94,    1.72,-999,              6.10
50.12151,22.00971,2016,06,23,   10.47,   24.10,   23.34,   69.79,   99.73,    5.62,    3.80,    2.81,    2.88,-999,              6.03
50.12151,22.00971,2016,06,24,   13.71,   25.83,   24.87,   69.61,   99.34,    4.59,    3.06,    3.99,    1.42,              7.30,              6.86
50.12151,22.00971,2016,06,25,   10.42,   26.17,   25.80,   69.96,   98.88,    5.41,    3.55,    3.79,    1.91,              7.29,              7.22
50.12151,22.00971,2016,06,26,   12.14,   26.78,   26.08,   65.18,   98.62,    4.61,    3.23,    5.33,    3.61,              7.30,              7.14
50.12151,22.00971,2016,06,27,    7.45,   21.45,   20.56,   69.25,   98.75,    5.37,    3.95,    2.58,    2.03,-999,              1.95
50.12151,22.00971,2016,06,28,    7.14,   18.32,   18.23,   66.17,   98.77,    6.04,    4.13,    2.44,    2.94,-999,              4.03
50.12151,22.00971,2016,06,29,   13.70,   22.33,   21.09,   54.36,   98.82,    2.51,    1.55,    5.92,    2.83,              7.41,              7.24
50.12151,22.00971,2016,06,30,   14.75,   24.57,   23.46,   52.17,   98.84,    4.17,    2.63,    5.64,    2.31,              7.36,              7.11
50.12151,22.00971,2016,07,01,    9.85,   24.11,   23.54,   62.14,   98.98,    2.14,    1.37,    5.83,    2.63,              7.23,              7.06
50.12151,22.00971,2016,07,02,   12.00,   25.69,   25.06,   58.75,   98.76,    4.40,    2.82,    3.98,    1.97,              7.22,              6.88
50.12151,22.00971,2016,07,03,    9.21,   18.87,   18.55,   75.74,   98.81,    6.35,    4.49,    5.92,    6.23,-999,              1.85
50.12151,22.00971,2016,07,04,   12.09,   19.25,   18.34,   53.27,   99.19,    5.63,    3.83,    2.78,    2.85,-999,              5.42
50.12151,22.00971,2016,07,05,   12.87,   21.11,   20.26,   48.72,   98.91,    3.13,    2.15,    4.74,    2.53,-999,              5.78
50.12151,22.00971,2016,07,06,   10.08,   19.03,   18.57,   57.33,   98.41,    9.18,    6.55,    6.93,    6.82,-999,              3.71
50.12151,22.00971,2016,07,07,    8.67,   16.38,   15.88,   58.38,   98.93,    8.79,    6.39,    6.30,    6.43,-999,              2.43
50.12151,22.00971,2016,07,08,   15.14,   19.19,   18.55,   46.90,   99.14,    4.27,    3.04,    3.45,    2.97,-999,              6.18
50.12151,22.00971,2016,07,09,    8.40,   18.02,   17.93,   64.64,   98.70,    7.68,    5.12,    5.16,    5.49,-999,              3.60
50.12151,22.00971,2016,07,10,   12.17,   20.53,   19.55,   57.32,   98.96,    5.31,    3.65,    4.16,    2.96,-999,              5.03
50.12151,22.00971,2016,07,11,   16.17,   24.74,   24.27,   50.70,   98.65,    7.93,    5.28,    2.96,    3.66,              7.10,              6.89
50.12151,22.00971,2016,07,12,   11.86,   26.15,   25.76,   49.57,   98.46,    6.22,    4.40,    5.67,    5.23,-999,              6.29
50.12151,22.00971,2016,07,13,    9.51,   24.00,   23.32,   64.84,   98.28,    6.63,    4.79,    4.45,    5.19,-999,              4.43
50.12151,22.00971,2016,07,14,   12.75,   21.40,   21.32,   78.49,   97.85,    7.96,    5.77,    6.18,    4.77,-999,              3.59
50.12151,22.00971,2016,07,15,   10.82,   18.39,   17.37,   62.91,   98.95,    7.38,    5.41,    6.66,    6.56,-999,              2.57
50.12151,22.00971,2016,07,16,    7.54,   17.06,   16.90,   75.61,   99.17,    7.22,    5.20,    3.00,    3.18,-999,              3.78
50.12151,22.00971,2016,07,17,    5.05,   16.81,   16.72,   89.28,   98.62,    7.11,    5.30,    5.04,    3.71,-999,              1.53
50.12151,22.00971,2016,07,18,    8.15,   17.34,   17.05,   77.05,   98.80,    7.47,    5.30,    4.57,    4.07,-999,              2.13
50.12151,22.00971,2016,07,19,    8.38,   17.64,   17.03,   73.57,   99.01,    6.75,    4.72,    2.27,    3.83,-999,              2.68
50.12151,22.00971,2016,07,20,   10.86,   18.99,   18.25,   60.08,   98.97,    5.48,    3.72,    2.54,    2.97,-999,              5.99
50.12151,22.00971,2016,07,21,   13.86,   19.37,   19.01,   51.44,   98.76,    6.39,    4.39,    4.23,    4.47,              7.11,              7.02
50.12151,22.00971,2016,07,22,   13.86,   20.21,   19.78,   50.44,   98.84,    4.55,    3.26,    3.35,    3.45,              7.07,              6.99
50.12151,22.00971,2016,07,23,   12.58,   22.14,   21.22,   64.44,   99.06,    2.73,    2.00,    2.48,    1.94,-999,              4.90
50.12151,22.00971,2016,07,24,   13.56,   24.41,   23.26,   59.21,   99.10,    2.83,    1.92,    2.89,    0.86,-999,              5.96
50.12151,22.00971,2016,07,25,   12.11,   25.48,   24.54,   55.64,   98.94,    2.82,    2.02,    2.48,    1.53,-999,              5.72
50.12151,22.00971,2016,07,26,   11.31,   25.95,   25.42,   57.57,   98.87,    2.33,    1.67,    2.58,    1.95,-999,              4.39
50.12151,22.00971,2016,07,27,   10.19,   24.90,   24.43,   61.95,   98.86,    2.75,    1.84,    3.21,    1.46,-999,              5.08
50.12151,22.00971,2016,07,28,    8.85,   23.98,   23.56,   73.10,   98.68,    3.91,    2.70,    5.66,    3.98,              6.46,              5.87
50.12151,22.00971,2016,07,29,    7.76,   21.23,   21.26,   78.02,   98.59,    4.96,    3.67,    6.38,    5.25,-999,              5.01
50.12151,22.00971,2016,07,30,   12.12,   23.06,   22.44,   63.04,   98.67,    3.81,    2.61,    2.49,    1.92,-999,              6.03
50.12151,22.00971,2016,07,31,   13.17,   24.96,   24.44,   60.45,   98.57,    4.56,    2.89,    2.96,    1.26,              6.45,              6.03
50.12151,22.00971,2016,08,01,    7.56,   22.00,   21.39,   71.41,   98.57,    6.37,    4.46,    2.68,    4.13,-999,              2.05
50.12151,22.00971,2016,08,02,   10.05,   21.20,   20.29,   55.93,   98.94,    3.63,    2.64,    4.01,    2.96,-999,              5.20
50.12151,22.00971,2016,08,03,   11.94,   21.63,   21.19,   52.48,   98.82,    2.79,    2.16,    3.19,    2.97,-999,              5.98
50.12151,22.00971,2016,08,04,   13.44,   24.47,   23.76,   56.89,   98.79,    4.47,    3.01,    4.39,    2.83,-999,              5.42
50.12151,22.00971,2016,08,05,   12.28,   26.07,   25.38,   55.02,   98.65,    5.72,    3.76,    2.47,    2.92,              6.28,              6.17
50.12151,22.00971,2016,08,06,    7.16,   21.04,   20.14,   76.00,   99.19,    5.61,    4.34,    1.79,    2.38,-999,              2.00
50.12151,22.00971,2016,08,07,   10.25,   19.95,   19.15,   55.50,   99.66,    5.14,    3.93,    5.84,    4.96,-999,              5.65
50.12151,22.00971,2016,08,08,   15.65,   22.23,   20.94,   48.61,   99.36,    2.49,    1.53,    6.38,    2.66,              6.38,              6.34
50.12151,22.00971,2016,08,09,   13.10,   24.04,   22.91,   50.91,   98.84,    3.59,    2.25,    5.65,    3.39,              6.26,              6.14
50.12151,22.00971,2016,08,10,    7.53,   17.09,   16.24,   82.23,   98.73,    5.64,    4.57,    5.75,    3.66,-999,              3.23
50.12151,22.00971,2016,08,11,    8.62,   14.65,   14.02,   71.87,   99.15,    5.65,    4.00,    5.40,    4.59,-999,              3.36
50.12151,22.00971,2016,08,12,   12.97,   15.68,   15.06,   50.64,   99.56,    3.58,    2.47,    4.42,    2.26,-999,              4.62
50.12151,22.00971,2016,08,13,   12.63,   18.00,   17.37,   58.45,   99.57,    4.53,    2.95,    2.70,    1.68,-999,              4.04
50.12151,22.00971,2016,08,14,   11.20,   20.54,   20.22,   68.71,   99.26,    6.78,    4.57,    5.08,    5.07,-999,              4.07
50.12151,22.00971,2016,08,15,    8.95,   18.75,   18.15,   62.78,   99.25,    4.90,    3.46,    3.04,    3.48,-999,              4.18
50.12151,22.00971,2016,08,16,    8.59,   17.86,   17.27,   60.49,   98.91,    4.24,    2.95,    2.26,    2.95,-999,              4.29
50.12151,22.00971,2016,08,17,    5.95,   15.07,   15.00,   68.25,   98.61,    2.39,    1.76,    3.97,    3.43,-999,              1.68
50.12151,22.00971,2016,08,18,   14.33,   18.04,   17.20,   55.93,   98.55,    4.34,    2.74,    4.52,    1.77,              5.93,              5.55
50.12151,22.00971,2016,08,19,   14.30,   20.64,   19.83,   53.93,   98.69,    3.27,    2.05,    5.47,    2.39,              5.83,              5.45
50.12151,22.00971,2016,08,20,   15.23,   22.67,   22.07,   53.60,   99.00,    3.99,    2.61,    3.13,    1.52,              5.76,              5.72
50.12151,22.00971,2016,08,21,   13.62,   23.36,   22.79,   61.20,   98.95,    4.22,    2.95,    3.09,    1.96,              5.61,              4.95
50.12151,22.00971,2016,08,22,    4.46,   18.03,   17.95,   87.10,   99.33,    6.45,    4.63,    3.59,    3.72,-999,              1.60
50.12151,22.00971,2016,08,23,   10.00,   19.07,   18.65,   67.31,   99.68,    5.58,    4.01,    3.12,    3.42,              5.50,              4.50
50.12151,22.00971,2016,08,24,    9.97,   19.56,   18.80,   66.88,   99.72,    5.35,    3.40,    2.87,    2.42,-999,              4.41
50.12151,22.00971,2016,08,25,   12.74,   19.22,   18.48,   62.85,   99.76,    4.72,    3.12,    2.05,    1.72,-999,              4.65
50.12151,22.00971,2016,08,26,   16.25,   19.85,   19.29,   50.65,   99.70,    4.95,    3.10,    4.84,    1.63,              5.53,              5.53
50.12151,22.00971,2016,08,27,   17.88,   21.89,   21.66,   48.68,   99.52,    4.43,    2.86,    3.25,    1.35,              5.44,              5.44
50.12151,22.00971,2016,08,28,   16.72,   23.10,   22.70,   49.83,   99.17,    4.85,    2.99,    4.78,    1.65,              5.37,              5.37
50.12151,22.00971,2016,08,29,   15.00,   22.98,   22.41,   62.22,   98.80,    5.87,    3.83,    3.07,    3.63,              5.25,              5.18
50.12151,22.00971,2016,08,30,   10.44,   18.47,   18.01,   65.11,   99.34,    6.62,    4.57,    3.02,    3.93,-999,              3.81
50.12151,22.00971,2016,08,31,   13.22,   17.54,   16.56,   57.08,   99.66,    3.41,    2.28,    3.02,    1.05,              5.21,              4.74
50.12151,22.00971,2016,09,01,   15.58,   18.79,   18.73,   47.85,   99.37,    2.32,    1.63,    3.19,    1.66,              5.32,              5.32
50.12151,22.00971,2016,09,02,   14.48,   20.09,   19.82,   51.90,   99.13,    4.49,    3.05,    4.26,    3.22,-999,              4.85
50.12151,22.00971,2016,09,03,   12.64,   20.40,   20.26,   54.62,   99.07,    3.74,    2.45,    5.89,    2.93,-999,              4.11
50.12151,22.00971,2016,09,04,   14.62,   22.25,   21.85,   53.49,   98.62,    7.04,    4.48,    3.87,    3.65,-999,              4.79
50.12151,22.00971,2016,09,05,    3.23,   16.60,   16.62,   86.22,   98.37,    4.14,    2.64,    5.68,    3.32,-999,              1.22
50.12151,22.00971,2016,09,06,   10.34,   18.28,   18.05,   78.67,   99.37,    6.48,    4.46,    3.50,    4.16,-999,              2.78
50.12151,22.00971,2016,09,07,   13.90,   20.13,   19.86,   65.50,   99.69,    3.07,    2.13,    2.42,    2.12,              4.83,              4.77
50.12151,22.00971,2016,09,08,   13.10,   20.88,   21.16,   60.34,   99.08,    2.62,    1.89,    2.03,    1.33,              4.82,              4.76
50.12151,22.00971,2016,09,09,   14.11,   21.71,   21.55,   56.53,   98.98,    2.30,    1.50,    3.85,    1.95,              4.72,              4.59
50.12151,22.00971,2016,09,10,   13.01,   22.05,   21.90,   56.74,   99.07,    2.62,    1.76,    4.23,    2.41,              4.68,              4.57
50.12151,22.00971,2016,09,11,   12.78,   22.00,   22.34,   48.56,   99.15,    2.05,    1.47,    3.06,    1.89,              4.62,              4.46
50.12151,22.00971,2016,09,12,   14.27,   22.16,   22.35,   47.46,   99.31,    3.52,    2.27,    4.56,    1.72,              4.56,              4.50
50.12151,22.00971,2016,09,13,   14.42,   21.63,   21.19,   53.66,   99.14,    3.86,    2.35,    4.98,    1.75,              4.50,              4.36
50.12151,22.00971,2016,09,14,   11.29,   18.57,   17.98,   53.33,   99.05,    4.61,    3.02,    2.63,    2.62,              4.53,              4.53
50.12151,22.00971,2016,09,15,   14.38,   17.83,   17.07,   56.86,   99.10,    4.01,    2.46,    5.63,    2.67,              4.49,              4.44
50.12151,22.00971,2016,09,16,   14.99,   20.25,   19.60,   56.46,   98.75,    2.55,    1.47,    5.34,    2.49,              4.39,              4.28
50.12151,22.00971,2016,09,17,   10.74,   19.57,   19.18,   66.54,   98.48,    4.19,    2.75,    5.00,    3.34,-999,              3.52
50.12151,22.00971,2016,09,18,    4.93,   14.18,   13.90,   83.34,   98.58,    7.11,    5.51,    1.63,    2.19,-999,              1.25
50.12151,22.00971,2016,09,19,    9.17,   13.86,   13.59,   68.76,   98.49,    6.80,    4.94,    1.77,    2.68,-999,              1.04
50.12151,22.00971,2016,09,20,   11.07,   11.18,   10.34,   58.91,   98.67,    5.59,    3.89,    3.16,    4.02,-999,              2.51
50.12151,22.00971,2016,09,21,    8.05,   11.25,   10.58,   65.52,   98.93,    4.91,    3.16,    2.27,    2.64,-999,              2.00
50.12151,22.00971,2016,09,22,    8.59,   10.40,   10.18,   72.05,   99.18,    6.68,    4.41,    1.94,    3.21,-999,              2.45
50.12151,22.00971,2016,09,23,   11.86,   12.69,   12.31,   63.17,   99.50,    6.37,    4.13,    1.89,    3.17,-999,              2.82
50.12151,22.00971,2016,09,24,    8.58,   11.07,   11.39,   77.10,   99.69,    5.78,    3.61,    3.30,    2.95,-999,              1.08
50.12151,22.00971,2016,09,25,    9.74,   11.24,   11.32,   75.01,   99.61,    3.57,    2.40,    1.88,    1.93,-999,              2.83
50.12151,22.00971,2016,09,26,   11.39,   11.45,   10.85,   67.42,   99.65,    3.92,    2.40,    4.29,    1.46,-999,              2.70
50.12151,22.00971,2016,09,27,   12.66,   10.63,   10.43,   61.48,   99.88,    2.74,    1.91,    2.94,    0.86,-999,              2.87
50.12151,22.00971,2016,09,28,   14.87,   12.28,   12.51,   63.77,   99.67,    5.99,    3.91,    7.70,    4.55,-999,              2.50
50.12151,22.00971,2016,09,29,   10.12,   17.02,   16.98,   66.35,   99.15,    8.08,    5.38,    3.53,    4.95,-999,              2.55
50.12151,22.00971,2016,09,30,   12.51,   17.29,   17.42,   61.80,   98.84,    6.82,    4.55,    4.00,    3.65,              3.48,              3.31
50.12151,22.00971,2016,10,01,   13.39,   17.30,   17.05,   63.31,   98.75,    5.41,    3.11,    4.73,    2.08,              3.56,              3.50
50.12151,22.00971,2016,10,02,   12.98,   17.19,   17.08,   67.20,   98.68,    5.23,    3.10,    4.13,    2.64,-999,              2.92
50.12151,22.00971,2016,10,03,    5.36,   14.88,   14.82,   88.16,   98.78,    3.65,    2.41,    2.53,    2.03,-999,              0.60
50.12151,22.00971,2016,10,04,    7.58,    9.71,   10.10,   89.23,   98.83,   10.76,    7.75,   11.04,    9.14,-999,              0.57
50.12151,22.00971,2016,10,05,    3.18,    3.87,    3.85,   91.83,   98.55,    8.33,    6.36,    6.80,    5.99,-999,              0.73
50.12151,22.00971,2016,10,06,    9.15,    5.52,    5.37,   81.87,   98.69,    5.11,    3.48,    3.45,    3.67,              3.38,              2.63
50.12151,22.00971,2016,10,07,    9.21,    6.34,    6.27,   70.60,   98.87,    3.15,    2.00,    3.65,    1.60,-999,              2.10
50.12151,22.00971,2016,10,08,    7.43,    5.02,    4.96,   87.57,   98.93,    4.69,    2.95,    1.49,    2.23,-999,              1.18
50.12151,22.00971,2016,10,09,    9.10,    6.02,    5.68,   79.89,   99.32,    4.18,    2.85,    3.46,    1.31,-999,              1.33
50.12151,22.00971,2016,10,10,    8.16,    5.69,    5.73,   88.92,   99.33,    5.10,    3.34,    3.39,    3.14,-999,              1.31
50.12151,22.00971,2016,10,11,    5.89,    6.16,    6.28,   87.79,   98.97,    5.82,    4.33,    6.90,    5.54,-999,              0.98
50.12151,22.00971,2016,10,12,    1.88,    5.51,    5.65,   94.61,   98.86,   10.53,    7.97,    2.88,    2.14,-999,              0.52
50.12151,22.00971,2016,10,13,    5.85,    3.27,    3.44,   82.48,   99.36,    5.98,    4.21,    5.18,    4.59,-999,              1.31
50.12151,22.00971,2016,10,14,   12.89,    4.14,    4.18,   76.75,   99.68,    6.60,    4.34,    4.50,    3.60,              2.96,              2.94
50.12151,22.00971,2016,10,15,    6.72,    4.70,    4.61,   89.91,   99.35,    8.09,    6.27,    3.76,    2.67,-999,              0.89
50.12151,22.00971,2016,10,16,    5.89,    4.54,    4.59,   83.51,   99.88,   10.41,    7.84,    2.57,    2.11,-999,              0.86
50.12151,22.00971,2016,10,17,   11.17,    5.60,    5.39,   79.77,  100.30,    8.12,    6.01,    3.99,    3.77,              2.72,              2.46
50.12151,22.00971,2016,10,18,    7.32,    7.45,    7.46,   85.57,   99.76,    6.01,    4.09,    1.96,    2.35,-999,              1.52
50.12151,22.00971,2016,10,19,    9.64,    8.64,    8.63,   80.40,   99.28,    4.98,    3.01,    2.98,    1.92,-999,              1.15
50.12151,22.00971,2016,10,20,    7.84,    7.94,    8.04,   84.72,   99.07,    6.35,    4.29,    3.86,    3.47,-999,              1.46
50.12151,22.00971,2016,10,21,    4.09,    7.90,    8.06,   90.82,   98.80,    6.42,    4.45,    2.04,    2.39,-999,              0.38
50.12151,22.00971,2016,10,22,    5.97,    5.36,    5.88,   95.79,   98.80,    3.49,    2.37,    4.81,    4.02,-999,              0.29
50.12151,22.00971,2016,10,23,   10.56,    5.87,    5.81,   90.69,   99.40,    5.52,    3.76,    4.51,    2.03,-999,              1.18
50.12151,22.00971,2016,10,24,    8.41,    8.29,    8.53,   94.31,   99.43,    6.89,    4.59,    3.09,    3.09,-999,              0.96
50.12151,22.00971,2016,10,25,    7.99,   11.67,   11.95,   91.71,   99.23,    7.78,    5.09,    3.51,    4.12,-999,              1.18
50.12151,22.00971,2016,10,26,    7.38,    6.76,    6.60,   84.03,   99.85,    5.58,    3.85,    1.88,    2.94,-999,              0.76
50.12151,22.00971,2016,10,27,    6.24,    4.30,    4.74,   77.67,  100.37,    3.12,    2.03,    1.56,    1.63,-999,              1.01
50.12151,22.00971,2016,10,28,   10.04,    4.01,    4.75,   79.37,  100.17,    6.53,    4.62,    9.23,    6.78,-999,              1.39
50.12151,22.00971,2016,10,29,    5.60,    7.01,    7.21,   86.01,   99.34,   10.57,    7.77,    3.73,    3.50,-999,              0.91
50.12151,22.00971,2016,10,30,    4.39,    4.43,    4.44,   89.38,   99.24,    9.85,    7.45,    3.85,    3.42,-999,              0.72
50.12151,22.00971,2016,10,31,    4.24,    3.99,    4.06,   87.82,   99.54,    8.28,    6.11,    1.32,    1.90,-999,              1.13
50.12151,22.00971,2016,11,01,    6.54,    5.12,    5.07,   85.63,   99.17,    5.34,    3.51,    8.31,    5.85,-999,              1.24
50.12151,22.00971,2016,11,02,    4.45,    5.47,    5.77,   87.89,   98.09,    8.81,    6.27,    3.83,    2.88,-999,              0.53
50.12151,22.00971,2016,11,03,    4.59,    2.42,    2.60,   85.26,   98.67,    9.97,    7.28,    4.39,    4.23,-999,              0.61
50.12151,22.00971,2016,11,04,    6.64,    1.06,    1.23,   78.45,   99.30,    5.96,    3.95,    3.80,    2.68,              1.92,              1.70
