-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2015 through 01/01/2020 
Location: Latitude  50.1215   Longitude 22.0097 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 230.89 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
PS MERRA2 1/2x1/2 Surface Pressure (kPa) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
WS10M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 10 Meters (m/s) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
WS50M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2M,RH2M,PS,WS50M,WS10M,WS50M_RANGE,WS10M_RANGE,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
50.12151,22.00971,2018,10,05,   13.53,    9.63,    9.35,   63.95,   99.98,    6.07,    3.66,    4.26,    1.94,              3.42,              3.21
50.12151,22.00971,2018,10,06,   16.88,   11.94,   11.96,   57.66,   99.21,    7.90,    4.95,    3.71,    2.93,              3.39,              3.35
50.12151,22.00971,2018,10,07,   12.19,   15.02,   15.24,   63.23,   98.73,    7.31,    4.55,    3.86,    3.83,-999,              2.17
50.12151,22.00971,2018,10,08,    8.39,   11.32,   10.67,   72.61,   99.56,    3.89,    2.75,    5.25,    3.57,-999,              2.10
50.12151,22.00971,2018,10,09,   12.54,   10.91,   10.58,   78.59,   99.79,    3.23,    1.90,    4.88,    2.44,-999,              2.19
50.12151,22.00971,2018,10,10,   11.33,   11.41,   11.55,   80.80,   99.95,    3.27,    1.99,    6.34,    2.78,              3.09,              2.44
50.12151,22.00971,2018,10,11,   16.14,   12.54,   12.55,   68.83,   99.89,    6.44,    3.95,    5.06,    2.59,              2.98,              2.93
50.12151,22.00971,2018,10,12,   15.46,   13.80,   13.76,   64.40,  100.09,    5.10,    2.88,    5.47,    2.03,              2.95,              2.93
50.12151,22.00971,2018,10,13,   13.55,   13.20,   13.28,   69.03,  100.12,    4.27,    2.51,    6.00,    2.63,              2.90,              2.90
50.12151,22.00971,2018,10,14,   15.75,   12.90,   13.09,   64.24,   99.82,    5.52,    3.30,    4.43,    1.58,              2.92,              2.92
50.12151,22.00971,2018,10,15,   16.16,   11.69,   12.01,   54.43,   99.62,    5.61,    3.23,    4.71,    1.55,              2.88,              2.85
50.12151,22.00971,2018,10,16,   14.71,   12.29,   12.86,   51.89,   99.54,    4.90,    2.90,    3.90,    2.39,              2.78,              2.76
50.12151,22.00971,2018,10,17,   15.20,   12.19,   12.94,   55.44,   99.47,    4.56,    2.74,    4.33,    1.67,              2.70,              2.62
50.12151,22.00971,2018,10,18,   13.47,   11.64,   12.57,   62.38,   99.16,    2.82,    1.89,    3.26,    2.29,              2.60,              2.59
50.12151,22.00971,2018,10,19,   10.85,   10.89,   10.90,   77.95,   99.28,    4.84,    2.96,    3.96,    2.03,-999,              1.54
50.12151,22.00971,2018,10,20,    7.44,   10.37,    9.76,   83.79,   99.57,    2.31,    1.69,    2.72,    1.39,-999,              1.21
50.12151,22.00971,2018,10,21,    9.70,    8.11,    8.08,   77.06,   99.78,    5.24,    3.70,    3.63,    3.60,              2.45,              2.13
50.12151,22.00971,2018,10,22,    9.77,    6.31,    6.67,   74.54,   99.71,    2.79,    1.76,    6.92,    3.78,-999,              1.83
50.12151,22.00971,2018,10,23,    3.68,    6.13,    6.26,   84.36,   98.47,   10.53,    7.83,    9.53,    7.08,-999,              0.65
50.12151,22.00971,2018,10,24,    4.84,    5.92,    6.15,   75.02,   97.32,   14.10,   10.58,    2.79,    2.53,-999,              1.04
50.12151,22.00971,2018,10,25,   10.18,    4.98,    5.18,   89.90,   97.91,   10.73,    7.92,    6.70,    4.38,-999,              0.71
50.12151,22.00971,2018,10,26,    6.24,    6.89,    7.17,   78.58,   98.19,    7.56,    4.97,    4.85,    4.19,-999,              1.00
50.12151,22.00971,2018,10,27,    8.84,    9.13,    9.33,   82.55,   97.95,    6.29,    3.94,    4.36,    3.65,-999,              1.75
50.12151,22.00971,2018,10,28,    4.18,    6.91,    7.01,   95.94,   98.45,    5.79,    4.28,    3.09,    3.47,-999,              0.32
50.12151,22.00971,2018,10,29,    8.96,   13.37,   13.87,   90.82,   98.33,    7.72,    4.68,    3.45,    2.84,-999,              0.64
50.12151,22.00971,2018,10,30,   11.13,   14.89,   15.52,   79.90,   98.47,    9.45,    6.08,    4.34,    4.45,-999,              1.54
50.12151,22.00971,2018,10,31,   11.36,   10.85,   11.52,   76.92,   99.54,    6.34,    3.61,    3.67,    2.42,              2.01,              1.86
50.12151,22.00971,2018,11,01,   13.82,   11.60,   12.24,   78.47,   99.60,    7.09,    4.20,    5.62,    2.67,              2.01,              1.63
50.12151,22.00971,2018,11,02,    9.09,   13.67,   14.26,   88.90,   99.57,    6.14,    3.46,    4.18,    2.52,-999,              1.06
50.12151,22.00971,2018,11,03,    8.48,   12.90,   13.21,   91.05,   99.77,    4.29,    2.61,    2.41,    1.41,-999,              1.43
50.12151,22.00971,2018,11,04,    8.41,   12.13,   12.13,   96.01,   99.62,    5.02,    3.06,    2.73,    1.39,-999,              0.68
50.12151,22.00971,2018,11,05,   11.72,   11.32,   11.90,   86.10,   99.34,    5.46,    3.08,    4.51,    1.23,              1.80,              1.79
50.12151,22.00971,2018,11,06,   11.80,   10.23,   10.85,   72.75,   99.32,    5.95,    3.31,    4.52,    1.31,              1.78,              1.62
50.12151,22.00971,2018,11,07,   11.80,    8.85,    9.29,   82.00,   99.20,    6.20,    3.61,    3.58,    1.94,              1.77,              1.69
50.12151,22.00971,2018,11,08,    9.28,    7.71,    8.74,   86.99,   99.32,    2.81,    1.83,    5.44,    2.58,              1.71,              1.71
50.12151,22.00971,2018,11,09,    8.71,    7.27,    8.01,   91.01,   99.28,    2.89,    1.77,    6.03,    3.12,-999,              1.53
50.12151,22.00971,2018,11,10,    7.18,    6.92,    7.09,   92.00,   98.97,    5.36,    3.56,    3.58,    1.62,              1.61,              1.39
50.12151,22.00971,2018,11,11,    8.35,    6.39,    6.39,   88.62,   99.14,    6.10,    4.22,    3.74,    2.58,              1.61,              1.57
50.12151,22.00971,2018,11,12,   10.42,    8.34,    8.39,   86.46,   99.77,    5.63,    3.77,    4.60,    2.72,              1.53,              1.44
50.12151,22.00971,2018,11,13,    9.20,    9.00,    9.27,   81.29,   99.71,    7.51,    4.91,    3.30,    2.37,-999,              0.95
50.12151,22.00971,2018,11,14,    3.76,    7.53,    7.60,   89.82,   99.83,    7.81,    5.70,    3.80,    3.63,-999,              0.79
50.12151,22.00971,2018,11,15,    7.34,    5.47,    5.52,   91.53,  100.18,    6.00,    4.01,    2.42,    2.63,-999,              0.45
50.12151,22.00971,2018,11,16,    9.24,    0.69,    0.72,   84.28,  100.85,    6.58,    4.36,    2.28,    2.91,-999,              0.61
50.12151,22.00971,2018,11,17,    7.73,   -2.69,   -2.57,   67.05,  100.87,    6.21,    3.84,    3.11,    3.65,              1.43,              1.42
50.12151,22.00971,2018,11,18,    6.29,   -1.86,   -1.88,   69.13,   99.86,    2.35,    1.53,    3.79,    1.82,-999,              0.82
50.12151,22.00971,2018,11,19,    4.10,   -1.42,   -1.28,   83.16,   99.34,    7.19,    5.14,    5.34,    5.18,-999,              0.40
50.12151,22.00971,2018,11,20,    5.38,   -1.26,   -1.25,   77.46,   99.42,    9.48,    7.23,    4.11,    4.13,-999,              0.76
50.12151,22.00971,2018,11,21,    4.53,   -0.93,   -0.93,   81.89,   99.39,    8.99,    6.92,    3.09,    3.03,-999,              0.43
50.12151,22.00971,2018,11,22,    5.41,   -2.13,   -2.26,   83.95,   99.72,    5.58,    4.21,    3.52,    2.85,-999,              0.57
50.12151,22.00971,2018,11,23,    6.04,   -1.95,   -1.93,   91.06,   99.83,    4.37,    2.83,    2.39,    1.25,-999,              0.39
50.12151,22.00971,2018,11,24,    4.41,    1.40,    1.75,   96.71,   99.04,    6.73,    4.23,    2.99,    2.25,-999,              0.64
50.12151,22.00971,2018,11,25,    4.30,    1.84,    2.16,   96.98,   98.58,    4.29,    2.47,    5.63,    3.19,-999,              0.33
50.12151,22.00971,2018,11,26,    5.07,    0.34,    0.39,   89.45,   98.17,    8.13,    6.21,    3.95,    3.78,-999,              0.30
50.12151,22.00971,2018,11,27,    3.04,   -2.98,   -3.02,   77.72,   98.86,    5.82,    4.18,    3.10,    3.03,-999,              0.84
50.12151,22.00971,2018,11,28,    6.39,   -3.77,   -3.67,   78.61,  100.05,    5.61,    3.76,    2.66,    2.86,              1.18,              1.14
50.12151,22.00971,2018,11,29,    8.07,   -6.67,   -6.57,   76.54,  100.73,    8.25,    6.23,    3.89,    4.03,              1.18,              1.03
50.12151,22.00971,2018,11,30,    8.70,   -9.15,   -8.99,   72.35,  100.08,    7.39,    5.42,    3.22,    3.17,              1.18,              1.18
50.12151,22.00971,2018,12,01,    9.22,   -7.92,   -7.87,   73.15,   99.16,    4.60,    3.10,    4.99,    3.49,              1.15,              0.99
50.12151,22.00971,2018,12,02,    4.81,   -2.40,   -2.32,   80.25,   98.78,    8.76,    6.53,    3.68,    3.32,              1.10,              1.01
50.12151,22.00971,2018,12,03,    4.99,    0.89,    1.33,   90.58,   98.05,    9.27,    6.61,    1.89,    1.55,-999,              0.66
50.12151,22.00971,2018,12,04,    3.78,    1.84,    2.42,   96.75,   98.30,    8.66,    5.82,    1.90,    1.28,-999,              0.29
50.12151,22.00971,2018,12,05,    4.37,   -0.78,   -0.61,   93.23,   99.71,    6.67,    4.72,    4.64,    4.43,-999,              0.43
50.12151,22.00971,2018,12,06,    3.46,   -1.73,   -1.61,   85.54,   99.72,    4.25,    2.82,    5.31,    3.65,-999,              0.38
50.12151,22.00971,2018,12,07,    3.80,   -0.00,    0.21,   89.18,   98.56,    8.45,    6.40,    3.90,    3.25,-999,              0.23
50.12151,22.00971,2018,12,08,    3.94,    0.22,    0.92,   94.05,   97.81,    9.19,    5.95,    3.55,    4.27,-999,              0.18
50.12151,22.00971,2018,12,09,    4.02,    0.08,    0.59,   92.69,   97.24,    9.79,    6.96,    3.65,    3.75,-999,              0.40
50.12151,22.00971,2018,12,10,    3.55,    0.77,    1.34,   95.88,   97.64,    8.62,    5.73,    2.67,    2.80,-999,              0.43
50.12151,22.00971,2018,12,11,    4.67,   -1.07,   -0.64,   93.43,   98.31,    5.57,    3.38,    3.74,    2.60,-999,              0.57
50.12151,22.00971,2018,12,12,    4.20,   -1.60,   -1.29,   92.73,   98.96,    3.84,    2.37,    3.72,    2.24,              0.98,              0.86
50.12151,22.00971,2018,12,13,    3.59,   -1.64,   -1.41,   94.59,   99.24,    5.31,    3.54,    1.21,    1.54,-999,              0.24
50.12151,22.00971,2018,12,14,    4.27,   -3.12,   -2.75,   93.12,   99.57,    4.54,    2.77,    3.57,    1.89,-999,              0.28
50.12151,22.00971,2018,12,15,    5.00,   -3.12,   -2.82,   84.50,   99.65,    8.91,    6.34,    3.91,    4.51,-999,              0.28
50.12151,22.00971,2018,12,16,    3.14,   -3.53,   -3.00,   89.93,   99.11,    5.47,    3.96,    7.64,    6.08,-999,              0.24
50.12151,22.00971,2018,12,17,    4.76,   -5.79,   -4.88,   91.23,   99.37,    3.76,    2.38,    1.82,    0.56,-999,              0.28
50.12151,22.00971,2018,12,18,    7.81,   -6.72,   -5.22,   93.92,  100.02,    2.79,    1.81,    3.89,    2.46,-999,              0.26
50.12151,22.00971,2018,12,19,    6.65,   -7.57,   -7.18,   89.55,   99.94,    5.81,    4.26,    4.51,    3.12,-999,              0.21
50.12151,22.00971,2018,12,20,    5.75,   -5.31,   -5.14,   83.64,   99.35,    6.97,    5.03,    2.31,    1.27,-999,              0.27
50.12151,22.00971,2018,12,21,    4.55,   -1.45,   -1.13,   88.22,   98.96,    9.34,    6.93,    3.28,    2.71,-999,              0.43
50.12151,22.00971,2018,12,22,    4.39,    1.48,    2.34,   94.35,   97.80,   11.99,    8.38,    2.97,    3.05,-999,              0.38
50.12151,22.00971,2018,12,23,    2.60,    0.25,    0.76,   93.44,   98.68,    8.45,    5.70,    6.68,    6.52,-999,              0.65
50.12151,22.00971,2018,12,24,    3.22,   -0.41,   -0.09,   92.18,   98.41,    9.10,    6.59,    5.11,    5.31,-999,              0.26
50.12151,22.00971,2018,12,25,    3.51,   -1.44,   -1.26,   89.36,   99.30,    8.25,    6.05,    4.89,    4.47,-999,              0.31
50.12151,22.00971,2018,12,26,    1.62,    0.53,    0.98,   96.51,   99.20,   10.11,    7.40,    3.17,    2.89,-999,              0.19
50.12151,22.00971,2018,12,27,    2.25,    1.03,    1.51,   97.50,   99.23,    8.46,    5.89,    3.40,    1.94,-999,              0.26
50.12151,22.00971,2018,12,28,    1.90,    1.93,    2.47,   96.94,   99.03,    9.28,    6.47,    2.37,    1.90,-999,              0.34
50.12151,22.00971,2018,12,29,    3.29,    0.53,    0.96,   97.31,   99.49,    6.48,    4.06,    2.89,    2.83,-999,              0.34
50.12151,22.00971,2018,12,30,    2.77,    0.87,    1.26,   94.99,   99.06,    6.36,    4.00,    2.70,    2.30,-999,              0.39
50.12151,22.00971,2018,12,31,    3.36,    0.03,    0.38,   95.74,   99.50,    8.19,    5.87,    4.92,    3.82,-999,              0.34
50.12151,22.00971,2019,01,01,    4.99,   -0.27,    0.07,   93.60,   98.87,    9.24,    6.83,    6.90,    5.09,-999,              0.39
50.12151,22.00971,2019,01,02,    3.24,   -0.59,   -0.26,   91.89,   97.95,   10.84,    8.18,    3.89,    3.21,-999,              0.34
50.12151,22.00971,2019,01,03,    1.83,   -3.12,   -3.01,   76.11,   98.98,   10.33,    7.82,    5.30,    4.24,-999,              0.37
50.12151,22.00971,2019,01,04,    2.64,   -4.19,   -4.17,   77.62,   99.44,    7.42,    5.52,    1.49,    2.06,-999,              0.43
50.12151,22.00971,2019,01,05,    3.67,   -3.17,   -2.93,   91.56,   98.30,    8.46,    6.37,    3.90,    3.89,-999,              0.39
50.12151,22.00971,2019,01,06,    2.68,   -5.46,   -5.20,   84.40,   99.00,    8.27,    5.83,    1.93,    2.29,-999,              0.44
50.12151,22.00971,2019,01,07,    6.81,   -8.78,   -7.68,   82.89,   99.86,    4.01,    2.81,    5.57,    3.76,-999,              0.44
50.12151,22.00971,2019,01,08,    7.85,   -9.28,   -9.06,   86.77,   98.17,    9.57,    7.36,    4.37,    4.47,-999,              0.31
50.12151,22.00971,2019,01,09,    4.08,   -6.54,   -6.31,   86.35,   97.53,    5.62,    4.21,    7.45,    5.73,-999,              0.42
50.12151,22.00971,2019,01,10,    7.52,   -8.47,   -7.76,   86.55,   98.61,    3.41,    2.48,    3.55,    2.16,-999,              0.36
50.12151,22.00971,2019,01,11,    4.71,  -10.82,  -10.16,   83.21,   98.84,    5.09,    3.64,    7.28,    5.43,-999,              0.33
50.12151,22.00971,2019,01,12,    7.48,   -3.01,   -2.57,   92.11,   98.03,    8.57,    5.94,    3.67,    3.14,-999,              0.26
50.12151,22.00971,2019,01,13,    3.79,   -1.18,   -0.84,   95.09,   97.05,    9.24,    6.96,    3.34,    2.57,-999,              0.31
50.12151,22.00971,2019,01,14,    6.83,   -1.21,   -0.60,   92.77,   96.25,   11.38,    8.29,    3.63,    3.48,-999,              0.42
50.12151,22.00971,2019,01,15,    5.31,   -2.41,   -1.97,   90.32,   97.52,   10.63,    7.79,    4.47,    4.34,-999,              0.42
50.12151,22.00971,2019,01,16,    1.41,    0.27,    0.88,   96.45,   97.83,   10.29,    7.18,    8.36,    7.22,-999,              0.51
50.12151,22.00971,2019,01,17,    5.08,   -0.94,   -0.26,   91.31,   97.76,    9.83,    6.86,    2.50,    3.66,-999,              0.77
50.12151,22.00971,2019,01,18,    8.15,   -1.57,   -0.71,   94.59,   98.32,    7.87,    4.99,    4.00,    3.19,-999,              0.64
50.12151,22.00971,2019,01,19,    7.57,   -7.56,   -6.04,   87.92,   99.36,    4.06,    2.66,    3.98,    2.16,              1.36,              1.18
50.12151,22.00971,2019,01,20,    5.89,   -9.00,   -7.42,   90.41,   98.99,    3.02,    1.94,    2.50,    1.02,-999,              0.83
50.12151,22.00971,2019,01,21,    7.01,   -8.73,   -7.83,   91.69,   99.35,    3.19,    2.24,    2.99,    1.68,-999,              0.59
50.12151,22.00971,2019,01,22,    7.78,   -8.69,   -8.36,   89.82,   98.76,    4.44,    3.08,    2.89,    1.38,-999,              0.82
50.12151,22.00971,2019,01,23,    5.35,   -7.60,   -7.45,   85.16,   97.90,    6.11,    4.37,    1.16,    2.08,-999,              0.55
50.12151,22.00971,2019,01,24,    3.96,   -7.80,   -7.88,   82.69,   98.23,    8.59,    6.63,    3.63,    3.57,-999,              0.88
50.12151,22.00971,2019,01,25,    4.96,   -7.73,   -7.39,   85.03,   98.25,    5.47,    3.87,    8.27,    6.37,-999,              0.50
50.12151,22.00971,2019,01,26,    6.42,   -8.71,   -8.07,   87.88,   97.91,    3.88,    2.51,    3.60,    1.66,-999,              0.45
50.12151,22.00971,2019,01,27,    6.31,   -5.08,   -4.55,   89.90,   97.42,    7.40,    5.16,    5.05,    4.78,-999,              0.79
50.12151,22.00971,2019,01,28,    6.72,   -1.97,   -1.43,   92.21,   96.93,    7.08,    4.33,    5.07,    3.94,-999,              0.92
50.12151,22.00971,2019,01,29,    7.15,   -3.20,   -1.83,   93.36,   97.57,    4.91,    2.97,    5.63,    3.86,-999,              1.08
50.12151,22.00971,2019,01,30,    6.08,   -4.40,   -3.15,   94.80,   97.66,    3.42,    2.29,    3.56,    2.27,-999,              0.38
50.12151,22.00971,2019,01,31,    7.07,   -4.83,   -3.30,   90.87,   97.61,    1.20,    0.80,    4.99,    2.78,-999,              0.62
50.12151,22.00971,2019,02,01,    9.24,   -3.43,   -2.88,   93.43,   97.86,    7.47,    4.89,    3.70,    3.55,-999,              1.38
50.12151,22.00971,2019,02,02,    3.23,    1.52,    2.29,   94.32,   97.69,    9.96,    6.73,    2.47,    2.17,-999,              0.98
50.12151,22.00971,2019,02,03,    6.15,    1.42,    2.17,   96.58,   98.02,    6.52,    3.80,    4.81,    2.89,-999,              1.36
50.12151,22.00971,2019,02,04,    4.22,   -0.46,   -0.06,   91.63,   99.56,    6.72,    4.63,    6.95,    6.23,-999,              0.71
50.12151,22.00971,2019,02,05,    6.68,   -1.32,   -0.55,   86.46,   99.98,    3.24,    2.01,    4.82,    2.55,-999,              0.90
50.12151,22.00971,2019,02,06,    7.17,   -1.62,   -0.87,   79.94,   99.91,    4.57,    3.28,    4.30,    3.74,-999,              1.80
50.12151,22.00971,2019,02,07,    8.47,   -1.56,   -1.09,   76.68,   99.30,    7.22,    4.81,    6.38,    4.27,              2.04,              2.04
50.12151,22.00971,2019,02,08,   10.48,   -1.80,   -1.31,   84.09,   99.17,    6.02,    3.67,    3.80,    2.73,-999,              2.10
50.12151,22.00971,2019,02,09,    6.94,   -0.92,   -0.44,   87.48,   98.83,    8.68,    6.04,    4.31,    4.50,-999,              2.13
50.12151,22.00971,2019,02,10,    8.03,    0.56,    0.82,   85.22,   98.40,   10.03,    7.47,    5.34,    3.30,-999,              2.16
50.12151,22.00971,2019,02,11,    5.74,    1.81,    2.38,   90.30,   97.50,    9.10,    6.26,    4.63,    3.79,-999,              0.90
50.12151,22.00971,2019,02,12,    3.60,   -0.10,    0.09,   84.61,   98.85,    9.80,    7.27,    2.38,    3.15,-999,              1.47
50.12151,22.00971,2019,02,13,    6.17,    0.09,    0.26,   90.33,   99.89,    9.80,    7.38,    5.85,    4.92,-999,              1.53
50.12151,22.00971,2019,02,14,    6.98,    2.25,    2.62,   89.41,  100.26,    8.06,    5.30,    4.86,    4.88,-999,              1.54
50.12151,22.00971,2019,02,15,    7.72,    2.12,    2.41,   94.89,  100.39,    4.29,    2.60,    4.58,    2.00,-999,              1.27
50.12151,22.00971,2019,02,16,    9.69,    1.62,    1.85,   90.04,  100.04,    5.35,    3.56,    5.47,    2.25,              2.42,              2.24
50.12151,22.00971,2019,02,17,   12.09,    1.94,    3.07,   79.23,   99.70,    6.98,    4.49,    6.10,    4.09,              2.57,              2.57
50.12151,22.00971,2019,02,18,   11.50,    2.13,    3.01,   84.40,   99.53,    3.58,    2.20,    5.37,    2.39,              2.50,              2.50
50.12151,22.00971,2019,02,19,   13.16,    3.11,    3.64,   79.04,   98.92,    7.25,    4.59,    4.19,    1.64,              2.70,              2.70
50.12151,22.00971,2019,02,20,    6.87,    3.43,    3.73,   84.78,   99.01,    9.47,    6.63,    3.30,    4.08,-999,              1.92
50.12151,22.00971,2019,02,21,    7.45,    3.20,    3.42,   91.40,   99.31,    7.64,    5.31,    2.97,    3.37,-999,              1.06
50.12151,22.00971,2019,02,22,    8.67,   -2.31,   -2.50,   73.39,   99.99,    9.53,    7.34,    8.39,    7.80,              2.92,              2.92
50.12151,22.00971,2019,02,23,    5.32,   -3.33,   -3.91,   61.96,  101.28,    4.93,    3.86,    7.80,    6.00,              2.95,              2.94
50.12151,22.00971,2019,02,24,    5.70,   -1.66,   -1.77,   70.84,  100.80,    5.52,    3.91,    4.01,    2.86,-999,              1.70
50.12151,22.00971,2019,02,25,    9.56,    0.11,    0.51,   89.59,  100.22,    7.74,    5.20,    3.08,    1.85,-999,              2.98
50.12151,22.00971,2019,02,26,    8.33,    2.40,    2.57,   85.85,   99.47,    9.96,    7.42,    7.43,    5.51,              3.09,              3.05
50.12151,22.00971,2019,02,27,    8.15,    1.74,    1.93,   87.86,   99.42,    7.55,    5.08,    4.47,    2.70,-999,              2.76
50.12151,22.00971,2019,02,28,   12.98,    4.83,    5.44,   74.09,   97.81,   11.60,    8.19,    6.49,    7.09,              3.19,              3.19
50.12151,22.00971,2019,03,01,    9.74,    0.90,    0.85,   80.40,   98.01,    6.95,    4.71,    2.55,    2.99,-999,              2.05
50.12151,22.00971,2019,03,02,    6.90,   -2.02,   -2.34,   67.58,   98.72,    4.03,    2.77,    4.54,    3.19,-999,              1.25
50.12151,22.00971,2019,03,03,   12.90,    2.09,    2.46,   82.86,   98.41,    8.57,    5.69,    6.19,    4.89,-999,              1.77
50.12151,22.00971,2019,03,04,   12.61,    7.09,    7.42,   75.58,   97.35,   10.14,    7.23,    3.51,    2.77,              3.10,              3.02
50.12151,22.00971,2019,03,05,    7.28,    5.48,    5.78,   75.07,   97.51,   11.52,    8.25,    5.27,    6.24,-999,              1.65
50.12151,22.00971,2019,03,06,    8.40,    3.63,    3.72,   77.00,   98.66,    7.57,    5.39,    6.98,    5.69,-999,              1.73
50.12151,22.00971,2019,03,07,   13.06,    6.60,    7.01,   76.42,   98.04,   11.19,    7.72,    4.24,    5.55,-999,              1.98
50.12151,22.00971,2019,03,08,   10.51,    8.10,    8.68,   73.48,   98.31,    9.94,    6.50,    6.17,    5.35,              3.41,              2.88
50.12151,22.00971,2019,03,09,   11.02,    5.68,    5.90,   79.42,   98.47,    9.60,    6.70,    7.33,    6.68,-999,              2.77
50.12151,22.00971,2019,03,10,    7.26,    5.76,    5.70,   75.16,   97.65,   11.61,    8.77,   12.41,   10.09,              3.63,              3.11
50.12151,22.00971,2019,03,11,    7.16,    3.74,    3.71,   76.46,   97.83,   11.94,    9.01,   14.33,   13.19,-999,              1.73
50.12151,22.00971,2019,03,12,    6.66,    1.06,    1.02,   74.78,   98.84,    7.18,    5.23,    6.22,    5.93,-999,              2.40
50.12151,22.00971,2019,03,13,    8.17,    1.31,    1.69,   76.97,   98.41,    8.94,    6.10,    5.49,    6.08,-999,              1.71
50.12151,22.00971,2019,03,14,    8.33,    3.46,    3.62,   80.40,   97.81,    7.50,    4.86,    2.91,    4.06,-999,              1.82
50.12151,22.00971,2019,03,15,    7.55,    4.31,    4.47,   80.50,   97.35,    9.66,    6.89,    3.61,    5.41,-999,              1.34
50.12151,22.00971,2019,03,16,    5.47,    5.01,    5.22,   78.65,   97.54,   12.10,    8.84,   10.64,   10.31,-999,              1.29
50.12151,22.00971,2019,03,17,   14.67,    9.02,    9.15,   74.35,   97.90,    8.32,    5.46,    4.17,    2.99,-999,              3.42
50.12151,22.00971,2019,03,18,    7.70,    6.64,    6.46,   79.73,   98.39,    6.67,    4.44,    7.08,    5.05,-999,              0.95
50.12151,22.00971,2019,03,19,   10.07,    3.87,    3.60,   72.98,   99.53,    5.58,    3.57,    2.80,    3.01,-999,              3.18
50.12151,22.00971,2019,03,20,   11.73,    3.76,    3.43,   66.80,  100.34,    3.47,    2.35,    3.80,    1.37,-999,              2.89
50.12151,22.00971,2019,03,21,    8.36,    3.42,    3.75,   83.15,  100.43,    7.02,    4.41,    2.08,    2.60,-999,              1.74
50.12151,22.00971,2019,03,22,   11.40,    7.38,    7.54,   85.51,  100.27,    6.69,    4.41,    4.00,    4.08,-999,              1.33
50.12151,22.00971,2019,03,23,   13.94,    6.07,    6.29,   49.71,   99.98,    3.30,    2.26,    5.88,    2.47,              4.50,              4.48
50.12151,22.00971,2019,03,24,    9.75,    7.49,    7.26,   62.29,   99.31,    5.82,    3.92,    4.80,    3.95,              4.45,              4.39
50.12151,22.00971,2019,03,25,    6.48,    5.18,    5.00,   78.49,   98.42,    4.09,    2.89,    6.18,    4.20,-999,              2.34
50.12151,22.00971,2019,03,26,    8.16,    4.28,    3.69,   74.84,   98.92,    9.14,    7.08,    7.03,    5.56,-999,              2.09
50.12151,22.00971,2019,03,27,   10.88,    2.55,    2.06,   60.96,   99.76,    7.29,    5.24,    3.88,    3.42,              4.77,              4.57
50.12151,22.00971,2019,03,28,   11.11,    3.92,    4.48,   82.58,  100.08,    5.40,    3.75,    6.71,    4.97,-999,              2.10
50.12151,22.00971,2019,03,29,   13.28,    5.73,    6.11,   80.11,  100.19,    6.02,    4.08,    5.62,    5.02,-999,              3.20
50.12151,22.00971,2019,03,30,   14.06,    8.09,    8.09,   76.00,   99.68,    3.72,    2.56,    6.02,    2.97,-999,              3.29
50.12151,22.00971,2019,03,31,   16.29,   10.57,   10.35,   66.11,   99.08,    6.54,    4.34,    5.86,    3.37,              4.91,              4.90
50.12151,22.00971,2019,04,01,   10.90,    5.78,    5.02,   57.75,   99.74,    7.37,    5.12,    3.40,    3.08,              4.99,              4.74
50.12151,22.00971,2019,04,02,   14.95,    5.09,    4.75,   55.35,   99.50,   10.33,    7.65,    4.84,    5.26,              5.11,              5.11
50.12151,22.00971,2019,04,03,   15.82,    8.11,    7.67,   61.14,   98.74,    8.39,    6.21,    2.27,    1.90,              4.99,              4.86
50.12151,22.00971,2019,04,04,   11.79,    9.21,    9.00,   71.73,   98.30,    6.82,    4.77,    2.41,    2.25,-999,              4.01
50.12151,22.00971,2019,04,05,   14.62,   11.76,   11.29,   66.11,   98.25,    6.14,    4.16,    5.85,    3.52,              4.98,              4.74
50.12151,22.00971,2019,04,06,   11.71,   10.69,   10.34,   75.64,   98.19,    6.88,    5.05,    4.54,    3.18,-999,              4.02
